,Complaint ID,Product,Sub-product,Issue,Sub-issue,State,ZIP code,Date received,Date sent to company,Company,Company response,Timely response?,Consumer disputed?
839,1273824,Credit reporting,,Incorrect information on credit report,Account status,NY,10940.0,2015-03-09,2015-03-13,Equifax,Closed with explanation,Yes,
840,1273872,Credit reporting,,Credit reporting company's investigation,Problem with statement of dispute,CA,91362.0,2015-03-09,2015-03-09,Experian,In progress,Yes,
841,1273974,Debt collection,Medical,Disclosure verification of debt,Not given enough info to verify debt,CA,92595.0,2015-03-09,2015-03-10,"Aargon Agency, Inc.",Closed,Yes,
842,1273923,Debt collection,Medical,Communication tactics,Called after sent written cease of comm,NY,10977.0,2015-03-09,2015-03-09,"Retrieval-Masters Creditors Bureau, Inc.",Closed,Yes,
843,1273930,Bank account or service,Checking account,Problems caused by my funds being low,,MD,21201.0,2015-03-09,2015-03-10,Bank of America,Closed with explanation,Yes,
844,1273924,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,AR,72704.0,2015-03-09,2015-03-09,"Enhanced Recovery Company, LLC",Closed with non-monetary relief,Yes,
845,1273822,Credit reporting,,Incorrect information on credit report,Account status,OH,43938.0,2015-03-09,2015-03-09,Experian,Closed with non-monetary relief,Yes,
846,1274007,Credit reporting,,Incorrect information on credit report,Information is not mine,NY,10950.0,2015-03-09,2015-03-09,Equifax,Closed with explanation,Yes,
847,1274166,Credit reporting,,Incorrect information on credit report,Account status,NY,11106.0,2015-03-09,2015-03-09,Equifax,Closed with explanation,Yes,
848,1274162,Credit reporting,,Credit reporting company's investigation,No notice of investigation status/result,NC,28105.0,2015-03-09,2015-03-09,TransUnion,Closed with explanation,Yes,
849,1274082,Mortgage,Conventional adjustable mortgage (ARM),"Application, originator, mortgage broker",,CA,92071.0,2015-03-09,2015-03-09,"Select Portfolio Servicing, Inc",Closed with non-monetary relief,Yes,
850,1274155,Debt collection,Medical,Communication tactics,Frequent or repeated calls,CA,93535.0,2015-03-09,2015-03-09,"Capital Accounts, LLC",Closed with explanation,Yes,Yes
851,1274240,Bank account or service,(CD) Certificate of deposit,Deposits and withdrawals,,NC,28105.0,2015-03-09,2015-03-10,Wells Fargo,Closed with explanation,Yes,Yes
852,1274453,Credit reporting,,Incorrect information on credit report,Account terms,GA,30093.0,2015-03-09,2015-03-09,Equifax,Closed with explanation,Yes,Yes
853,1274257,Consumer loan,Installment loan,Managing the loan or lease,,IL,60126.0,2015-03-09,2015-03-10,Discover,Closed with explanation,Yes,
854,1274303,Debt collection,"Other (phone, health club, etc.)",Disclosure verification of debt,Not given enough info to verify debt,NC,28215.0,2015-03-09,2015-03-09,"I.Q. Data International, Inc.",Closed with explanation,Yes,Yes
855,1274446,Bank account or service,Checking account,"Account opening, closing, or management",,FL,33176.0,2015-03-09,2015-03-13,TD Bank,Closed with explanation,Yes,Yes
856,1274378,Credit reporting,,Credit reporting company's investigation,No notice of investigation status/result,NJ,7740.0,2015-03-09,2015-03-09,Equifax,In progress,Yes,
857,1274330,Bank account or service,Checking account,Problems caused by my funds being low,,NJ,8724.0,2015-03-09,2015-03-09,Wells Fargo,Closed with monetary relief,Yes,
858,1274352,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt is not mine,AZ,85326.0,2015-03-09,2015-03-09,"Thunderbird Collection Specialists, Inc.",Closed with explanation,Yes,
859,1274348,Debt collection,Medical,Disclosure verification of debt,Not given enough info to verify debt,FL,32092.0,2015-03-09,2015-03-09,"Convergent Resources, Inc.",Closed with explanation,Yes,Yes
860,1274375,Debt collection,Medical,False statements or representation,Attempted to collect wrong amount,VA,20111.0,2015-03-09,2015-03-09,Transworld Systems Inc.,Closed with explanation,Yes,
861,1274389,Bank account or service,Checking account,"Account opening, closing, or management",,GA,30362.0,2015-03-09,2015-03-11,Navy FCU,In progress,Yes,
862,1274384,Mortgage,FHA mortgage,Settlement process and costs,,NC,28205.0,2015-03-09,2015-03-09,Nationstar Mortgage,Closed with explanation,Yes,Yes
863,1274403,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,IL,60560.0,2015-03-09,2015-03-09,Wells Fargo,Closed with explanation,Yes,
864,1274429,Debt collection,"Other (phone, health club, etc.)",Disclosure verification of debt,Right to dispute notice not received,IL,60445.0,2015-03-09,2015-03-09,"Aargon Agency, Inc.",Closed,Yes,Yes
865,1274439,Student loan,Non-federal student loan,Can't repay my loan,,TX,77084.0,2015-03-09,2015-03-13,Transworld Systems Inc.,In progress,Yes,
866,1274447,Credit reporting,,Credit monitoring or identity protection,Account terms and changes,OH,43004.0,2015-03-09,2015-03-09,Experian,Closed with explanation,Yes,Yes
867,1275092,Debt collection,Auto,Communication tactics,Frequent or repeated calls,MO,63090.0,2015-03-09,2015-03-10,Ford Motor Credit Company,Closed with explanation,Yes,
868,1274485,Credit reporting,,Incorrect information on credit report,Public record,CA,90047.0,2015-03-09,2015-03-09,Equifax,Closed with explanation,Yes,
869,1274518,Credit reporting,,Credit monitoring or identity protection,Billing dispute,TX,78225.0,2015-03-09,2015-03-09,TransUnion,In progress,Yes,
870,1274542,Bank account or service,Other bank product/service,"Account opening, closing, or management",,WI,53172.0,2015-03-09,2015-03-09,JPMorgan Chase,Closed with explanation,Yes,
871,1274540,Credit card,,Billing disputes,,AZ,85018.0,2015-03-09,2015-03-09,JPMorgan Chase,Closed with explanation,Yes,
872,1274526,Credit card,,Transaction issue,,MI,48313.0,2015-03-09,2015-03-13,U.S. Bancorp,Closed with explanation,Yes,
873,1272638,Credit reporting,,Incorrect information on credit report,Account status,NE,68111.0,2015-03-09,2015-03-13,Equifax,Closed with explanation,Yes,
874,1273730,Bank account or service,Checking account,"Account opening, closing, or management",,CA,91105.0,2015-03-09,2015-03-13,Wells Fargo,Closed with explanation,Yes,
875,1272678,Credit reporting,,Incorrect information on credit report,Account terms,AL,35405.0,2015-03-09,2015-03-09,TransUnion,Closed with explanation,Yes,
876,1272704,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was discharged in bankruptcy,IL,60532.0,2015-03-09,2015-03-09,PayPal,Closed with non-monetary relief,Yes,
877,1274987,Bank account or service,Checking account,"Making/receiving payments, sending money",,CA,96080.0,2015-03-09,2015-03-10,JPMorgan Chase,Closed with explanation,Yes,
878,1274980,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,PA,17702.0,2015-03-09,2015-03-10,"Mercantile Adjustment Bureau, LLC",Closed with explanation,Yes,
879,1272741,Debt collection,Medical,False statements or representation,Attempted to collect wrong amount,TX,78240.0,2015-03-09,2015-03-09,"Account Services Collections, Inc",Closed with explanation,Yes,Yes
880,1274519,Credit card,,Application processing delay,,OK,74643.0,2015-03-09,2015-03-09,Amex,Closed with explanation,Yes,Yes
881,1275061,Debt collection,"Other (phone, health club, etc.)",Improper contact or sharing of info,Talked to a third party about my debt,PA,19144.0,2015-03-09,2015-03-10,"Walter Lee & Associates, LLC",Closed with explanation,Yes,Yes
882,1275016,Bank account or service,Checking account,"Account opening, closing, or management",,GA,30813.0,2015-03-09,2015-03-10,Wells Fargo,Closed with monetary relief,Yes,
883,1275057,Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt was paid,PA,19057.0,2015-03-09,2015-03-10,"Dynamic Recovery Solutions, LLC",Closed with non-monetary relief,Yes,
884,1275055,Credit reporting,,Incorrect information on credit report,Account status,CA,94109.0,2015-03-09,2015-03-17,TransUnion,Closed with explanation,Yes,
885,1275053,Debt collection,Credit card,Taking/threatening an illegal action,Seized/Attempted to seize property,CA,92587.0,2015-03-09,2015-03-10,Patenaude & Felix APC,Closed with explanation,Yes,
886,1275074,Consumer loan,Installment loan,Taking out the loan or lease,,MI,48239.0,2015-03-09,2015-03-16,"Russell Collection Agency, Inc",In progress,Yes,
887,1274377,Credit reporting,,Credit reporting company's investigation,No notice of investigation status/result,NJ,7740.0,2015-03-09,2015-03-09,Experian,Closed with explanation,Yes,
888,1272851,Credit reporting,,Incorrect information on credit report,Information is not mine,MI,48910.0,2015-03-09,2015-03-09,TransUnion,Closed with non-monetary relief,Yes,
889,1273584,Bank account or service,Other bank product/service,"Account opening, closing, or management",,SC,29301.0,2015-03-09,2015-03-10,Springleaf Finance Corporation,In progress,Yes,
890,1273576,Credit reporting,,Incorrect information on credit report,Information is not mine,TX,79316.0,2015-03-09,2015-03-09,Equifax,In progress,Yes,
891,1276518,Credit reporting,,Incorrect information on credit report,Account terms,IL,61201.0,2015-03-09,2015-03-10,Equifax,Closed with non-monetary relief,Yes,
892,1273669,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,NY,14608.0,2015-03-09,2015-03-09,Equifax,Closed with explanation,Yes,
893,1273607,Credit card,,Customer service / Customer relations,,WI,53216.0,2015-03-09,2015-03-13,U.S. Bancorp,Closed with monetary relief,Yes,
894,1273626,Credit card,,Other,,KY,40214.0,2015-03-09,2015-03-09,JPMorgan Chase,Closed with explanation,Yes,Yes
895,1273613,Credit reporting,,Incorrect information on credit report,Information is not mine,OH,44622.0,2015-03-09,2015-03-17,"MIB Group, Inc.",In progress,Yes,
896,1274912,Credit reporting,,Incorrect information on credit report,Information is not mine,CA,94578.0,2015-03-09,2015-03-10,Experian,Closed with explanation,Yes,
897,1274437,Bank account or service,Checking account,Problems caused by my funds being low,,CO,80120.0,2015-03-09,2015-03-10,Wells Fargo,Closed with explanation,Yes,
898,1272727,Credit reporting,,Credit reporting company's investigation,No notice of investigation status/result,NJ,7410.0,2015-03-09,2015-03-09,Experian,Closed with non-monetary relief,Yes,
899,1272715,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,MI,49508.0,2015-03-09,2015-03-10,Bank of America,Closed with explanation,Yes,
900,1272712,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,AL,36017.0,2015-03-09,2015-03-13,Bank of America,Closed,Yes,
901,1272705,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,NJ,7076.0,2015-03-09,2015-03-09,"Pressler & Pressler, LLP",Closed with explanation,Yes,
902,1272728,Credit reporting,,Credit reporting company's investigation,Problem with statement of dispute,TX,76051.0,2015-03-09,2015-03-09,Equifax,Closed with explanation,Yes,
903,1274408,Credit reporting,,Credit reporting company's investigation,Investigation took too long,OH,43125.0,2015-03-09,2015-03-13,Equifax,Closed with explanation,Yes,Yes
904,1273481,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,OH,44851.0,2015-03-09,2015-03-09,Equifax,Closed with non-monetary relief,Yes,
905,1274393,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,NY,13901.0,2015-03-09,2015-03-09,"EOS Holdings, Inc.",Closed with explanation,Yes,Yes
906,1273591,Debt collection,,Communication tactics,Frequent or repeated calls,NJ,8724.0,2015-03-09,2015-03-09,Allied Interstate LLC,Closed with non-monetary relief,Yes,
907,1273531,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,MI,48021.0,2015-03-09,2015-03-09,Ocwen,Closed with explanation,Yes,Yes
908,1274422,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,CA,92505.0,2015-03-09,2015-03-13,"Enhanced Recovery Company, LLC",Closed with non-monetary relief,Yes,
909,1273577,Credit reporting,,Incorrect information on credit report,Information is not mine,TX,79316.0,2015-03-09,2015-03-09,Experian,Closed with non-monetary relief,Yes,
910,1273558,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,CA,90069.0,2015-03-09,2015-03-13,NELSON AND KENNARD,Closed with explanation,Yes,
911,1273514,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,TX,78681.0,2015-03-09,2015-03-13,Veripro Solutions Inc.,Closed with explanation,Yes,
912,1273783,Payday loan,,Can't contact lender,,LA,71047.0,2015-03-09,2015-03-10,Direct Financial Solutions LLC,Closed with explanation,Yes,
913,1273599,Credit reporting,,Incorrect information on credit report,Information is not mine,NY,11550.0,2015-03-09,2015-03-09,Equifax,Closed with explanation,Yes,
914,1274360,Prepaid card,Other special purpose card,Unauthorized transactions/trans. issues,,CA,94610.0,2015-03-09,2015-03-13,U.S. Bancorp,Closed with explanation,Yes,
915,1272675,Bank account or service,Other bank product/service,"Account opening, closing, or management",,,18536.0,2015-03-09,2015-03-13,Bank of America,Closed with explanation,Yes,
916,1272731,Credit reporting,,Credit reporting company's investigation,No notice of investigation status/result,NC,28117.0,2015-03-09,2015-03-09,TransUnion,Closed with explanation,Yes,Yes
917,1272672,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,,91752.0,2015-03-09,2015-03-09,Experian,Closed with non-monetary relief,Yes,
918,1272670,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,,23228.0,2015-03-09,2015-03-09,Equifax,Closed with non-monetary relief,Yes,
919,1272666,Credit reporting,,Incorrect information on credit report,Account terms,TX,75081.0,2015-03-09,2015-03-09,Equifax,Closed with explanation,Yes,Yes
920,1272693,Consumer loan,Vehicle loan,Problems when you are unable to pay,,NY,10703.0,2015-03-09,2015-03-09,Santander Consumer USA,Closed with explanation,Yes,
921,1272694,Consumer loan,Vehicle loan,Problems when you are unable to pay,,NY,10703.0,2015-03-09,2015-03-09,Santander Consumer USA,Closed with explanation,Yes,
922,1272663,Credit reporting,,Incorrect information on credit report,Information is not mine,MI,48051.0,2015-03-09,2015-03-13,Equifax,Closed with non-monetary relief,Yes,
923,1273460,Credit reporting,,Credit monitoring or identity protection,Problem with fraud alerts,MO,63367.0,2015-03-09,2015-03-09,Experian,Closed with explanation,Yes,
924,1273469,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,KY,40508.0,2015-03-09,2015-03-10,HSBC,Closed with explanation,Yes,
925,1276582,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,PA,15202.0,2015-03-09,2015-03-10,"Pinnacle Credit Services, LLC",Closed with non-monetary relief,Yes,
926,1273421,Credit card,,Credit card protection / Debt protection,,NE,68978.0,2015-03-09,2015-03-09,JPMorgan Chase,Closed with explanation,Yes,
927,1272634,Debt collection,Auto,Communication tactics,Frequent or repeated calls,TX,75075.0,2015-03-09,2015-03-10,Nissan Motor Acceptance Corporation,In progress,Yes,
928,1273430,Credit reporting,,Incorrect information on credit report,Information is not mine,AL,35816.0,2015-03-09,2015-03-09,Equifax,Closed with explanation,Yes,
929,1274224,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,MI,48168.0,2015-03-09,2015-03-09,Nationstar Mortgage,Closed with explanation,Yes,
930,1273488,Bank account or service,Other bank product/service,Deposits and withdrawals,,LA,70116.0,2015-03-09,2015-03-13,JPMorgan Chase,Closed with explanation,Yes,
931,1273439,Debt collection,Payday loan,Communication tactics,Threatened to take legal action,TX,77380.0,2015-03-09,2015-03-17,ACE Cash Express Inc.,Closed,Yes,
932,1274341,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,CA,91601.0,2015-03-09,2015-03-09,"Diversified Adjustment Service, Inc.",In progress,Yes,
933,1274169,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,TX,77261.0,2015-03-09,2015-03-09,TransUnion,Closed with explanation,Yes,
934,1274785,Credit reporting,,Credit reporting company's investigation,Investigation took too long,TX,77056.0,2015-03-09,2015-03-09,Experian,In progress,Yes,
935,1274552,Credit reporting,,Incorrect information on credit report,Personal information,IA,50401.0,2015-03-09,2015-03-09,Equifax,Closed with explanation,Yes,
936,1273066,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,GA,30038.0,2015-03-09,2015-03-09,Wells Fargo,Closed with explanation,Yes,Yes
937,1274792,Student loan,Non-federal student loan,Can't repay my loan,,NY,10459.0,2015-03-09,2015-03-09,Discover,Closed with explanation,Yes,
938,1273807,Credit reporting,,Credit reporting company's investigation,No notice of investigation status/result,WA,98274.0,2015-03-09,2015-03-09,Equifax,Closed with explanation,Yes,Yes
939,1276613,Credit card,,Other,,NJ,7105.0,2015-03-09,2015-03-10,Citibank,Closed with monetary relief,Yes,
940,1273400,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,NY,10128.0,2015-03-09,2015-03-09,"Enhanced Recovery Company, LLC",Closed with non-monetary relief,Yes,
941,1275017,Bank account or service,Other bank product/service,"Account opening, closing, or management",,MI,48103.0,2015-03-09,2015-03-10,Wells Fargo,Closed with explanation,Yes,Yes
942,1273386,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt was paid,FL,32714.0,2015-03-09,2015-03-10,"Gold Key Credit, Inc.",Closed with explanation,Yes,
943,1274517,Credit reporting,,Credit reporting company's investigation,No notice of investigation status/result,TX,78225.0,2015-03-09,2015-03-09,Equifax,Closed with explanation,Yes,Yes
944,1274525,Credit reporting,,Improper use of my credit report,Report improperly shared by CRC,NC,27513.0,2015-03-09,2015-03-09,Equifax,Closed with explanation,Yes,Yes
945,1274521,Credit card,,Other,,TX,78225.0,2015-03-09,2015-03-09,Barclays,Closed with non-monetary relief,Yes,
946,1274523,Credit card,,Application processing delay,,TX,78225.0,2015-03-09,2015-03-09,Wells Fargo,Closed with explanation,Yes,Yes
947,1274516,Credit reporting,,Incorrect information on credit report,Personal information,TX,78225.0,2015-03-09,2015-03-09,Experian,Closed with explanation,Yes,Yes
948,1272639,Credit reporting,,Incorrect information on credit report,Information is not mine,MD,20707.0,2015-03-09,2015-03-09,Experian,In progress,Yes,
949,1274550,Consumer loan,Installment loan,Managing the loan or lease,,GA,30017.0,2015-03-09,2015-03-10,Springleaf Finance Corporation,In progress,Yes,
950,1272641,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,OH,45042.0,2015-03-09,2015-03-09,"Bull City Financial Solutions, Inc",Closed with explanation,Yes,Yes
951,1275151,Bank account or service,Other bank product/service,"Account opening, closing, or management",,,,2015-03-09,2015-03-11,Navy FCU,In progress,Yes,
952,1274488,Bank account or service,Checking account,Using a debit or ATM card,,NY,10453.0,2015-03-09,2015-03-09,TD Bank,Closed with monetary relief,Yes,
953,1275064,Bank account or service,Checking account,"Account opening, closing, or management",,IL,60502.0,2015-03-09,2015-03-10,"FNIS (Fidelity National Information Services, Inc.)",In progress,Yes,
954,1273153,Credit reporting,,Incorrect information on credit report,Information is not mine,FL,32832.0,2015-03-09,2015-03-09,TransUnion,Closed with explanation,Yes,
955,1275112,Student loan,Non-federal student loan,Can't repay my loan,,WA,98409.0,2015-03-09,2015-03-10,MOHELA,Closed with explanation,Yes,
956,1275109,Debt collection,"Other (phone, health club, etc.)",False statements or representation,Impersonated an attorney or official,WA,98499.0,2015-03-09,2015-03-10,Columbia Recovery Group LLC,Closed with explanation,Yes,
957,1275079,Consumer loan,Installment loan,Taking out the loan or lease,,MI,48239.0,2015-03-09,2015-03-16,"Credit Protection Association, L.P.",Closed with non-monetary relief,Yes,
958,1275096,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,CA,91381.0,2015-03-09,2015-03-10,TransUnion,Closed with non-monetary relief,Yes,
959,1275082,Consumer loan,Installment loan,Taking out the loan or lease,,MI,48239.0,2015-03-09,2015-03-16,LJ Ross Associates,Closed,Yes,
960,1275066,Debt collection,Medical,Disclosure verification of debt,Not given enough info to verify debt,NC,27516.0,2015-03-09,2015-03-10,"Optimum Outcomes, Inc.",Closed with explanation,Yes,Yes
961,1275068,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt was paid,FL,33179.0,2015-03-09,2015-03-10,"HCFS Health Care Financial Services, Inc.",Closed with explanation,Yes,
962,1273403,Bank account or service,Other bank product/service,Using a debit or ATM card,,MI,48235.0,2015-03-09,2015-03-09,U.S. Bancorp,Closed with explanation,Yes,
963,1273857,Debt collection,"Other (phone, health club, etc.)",False statements or representation,Attempted to collect wrong amount,MT,59719.0,2015-03-09,2015-03-10,"CCS Financial Services, Inc.",Closed with explanation,Yes,
964,1273402,Student loan,Non-federal student loan,Can't repay my loan,,NY,12814.0,2015-03-09,2015-03-10,Sallie Mae,Closed with explanation,Yes,
965,1273068,Mortgage,Other mortgage,Settlement process and costs,,FL,33763.0,2015-03-09,2015-03-13,Citibank,Closed with explanation,Yes,
966,1275045,Bank account or service,Other bank product/service,"Account opening, closing, or management",,WA,98117.0,2015-03-09,2015-03-10,Bank of America,Closed with explanation,Yes,
967,1275078,Consumer loan,Installment loan,Taking out the loan or lease,,MI,48239.0,2015-03-09,2015-03-16,"CMRE Financial Services, Inc.",In progress,Yes,
968,1275050,Credit reporting,,Incorrect information on credit report,Personal information,SC,29206.0,2015-03-09,2015-03-10,Experian,Closed with explanation,Yes,
969,1275052,Debt collection,Credit card,Taking/threatening an illegal action,Seized/Attempted to seize property,PA,15132.0,2015-03-09,2015-03-10,JPMorgan Chase,Closed with explanation,Yes,
970,1275044,Mortgage,Conventional fixed mortgage,"Application, originator, mortgage broker",,MN,55337.0,2015-03-09,2015-03-10,Wells Fargo,Closed with explanation,Yes,Yes
971,1275037,Credit card,,Delinquent account,,CO,80221.0,2015-03-09,2015-03-10,Capital One,Closed with explanation,Yes,
972,1273268,Credit card,,Identity theft / Fraud / Embezzlement,,CA,94066.0,2015-03-09,2015-03-09,USAA Savings,Closed with monetary relief,Yes,
973,1273331,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt was paid,KY,42211.0,2015-03-09,2015-03-09,Michael G. Niles,Closed with non-monetary relief,Yes,
974,1273219,Bank account or service,Checking account,"Account opening, closing, or management",,AZ,85201.0,2015-03-09,2015-03-09,Citibank,Closed with explanation,Yes,
975,1274238,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,FL,33868.0,2015-03-09,2015-03-09,Flagstar Bank,In progress,Yes,
976,1273337,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,MO,63125.0,2015-03-09,2015-03-13,Flagstar Bank,In progress,Yes,
977,1274456,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,NY,12550.0,2015-03-09,2015-03-09,"Select Portfolio Servicing, Inc",Closed with explanation,Yes,
978,1273334,Debt collection,Payday loan,Communication tactics,Threatened to take legal action,NM,87532.0,2015-03-09,2015-03-09,"National Credit Adjusters, LLC",In progress,Yes,
979,1273358,Credit card,,Transaction issue,,CA,94087.0,2015-03-09,2015-03-09,Bank of America,Closed with monetary relief,Yes,Yes
980,1273414,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,LA,70805.0,2015-03-09,2015-03-09,Ocwen,Closed with explanation,Yes,
981,1273221,Credit reporting,,Credit reporting company's investigation,No notice of investigation status/result,NY,,2015-03-09,2015-03-10,Equifax,In progress,Yes,
982,1273231,Consumer loan,Vehicle loan,Managing the loan or lease,,NJ,8005.0,2015-03-09,2015-03-13,First Niagara Bank,In progress,Yes,
983,1273234,Bank account or service,Checking account,Deposits and withdrawals,,IL,60618.0,2015-03-09,2015-03-09,Bank of America,Closed with monetary relief,Yes,
984,1273274,Debt collection,Credit card,Communication tactics,Threatened to take legal action,WV,26710.0,2015-03-09,2015-03-13,Encore Capital Group,Closed with explanation,Yes,
985,1273199,Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt is not mine,FL,32407.0,2015-03-09,2015-03-09,"Pinnacle Credit Services, LLC",Closed with explanation,Yes,
986,1273198,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,FL,32407.0,2015-03-09,2015-03-09,"Enhanced Recovery Company, LLC",Closed with non-monetary relief,Yes,
987,1273329,Credit reporting,,Incorrect information on credit report,Public record,MD,21061.0,2015-03-09,2015-03-09,Equifax,Closed with non-monetary relief,Yes,
988,1273878,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,LA,72102.0,2015-03-09,2015-03-13,"Total Customer Service, Inc.",Closed with non-monetary relief,Yes,
989,1273207,Credit reporting,,Incorrect information on credit report,Account terms,OH,44122.0,2015-03-09,2015-03-13,Equifax,Closed with explanation,Yes,
990,1273196,Debt collection,"Other (phone, health club, etc.)",Disclosure verification of debt,Not given enough info to verify debt,FL,33309.0,2015-03-09,2015-03-09,"Enhanced Recovery Company, LLC",Closed with non-monetary relief,Yes,
991,1273161,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,KS,67037.0,2015-03-09,2015-03-09,Ocwen,Closed with explanation,Yes,
992,1273166,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,TX,75006.0,2015-03-09,2015-03-09,Rent Recovery Solutions,Closed with explanation,Yes,Yes
993,1273189,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,NJ,7438.0,2015-03-09,2015-03-09,"Pinnacle Credit Services, LLC",Closed with explanation,Yes,
994,1273289,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,NJ,8822.0,2015-03-09,2015-03-13,Citibank,Closed with explanation,Yes,Yes
995,1273142,Consumer loan,Vehicle lease,Problems when you are unable to pay,,TX,77478.0,2015-03-09,2015-03-09,U.S. Bancorp,Closed with explanation,Yes,
996,1273137,Credit reporting,,Incorrect information on credit report,Personal information,FL,33010.0,2015-03-09,2015-03-09,Experian,Closed with explanation,Yes,
997,1273106,Payday loan,,Charged fees or interest I didn't expect,,CO,80012.0,2015-03-09,2015-03-13,Speedy Cash Holdings,Closed with explanation,Yes,
998,1273115,Bank account or service,Other bank product/service,"Account opening, closing, or management",,PA,19149.0,2015-03-09,2015-03-09,Santander Bank US,In progress,Yes,
999,1274279,Prepaid card,Gift or merchant card,Unauthorized transactions/trans. issues,,CA,91801.0,2015-03-09,2015-03-10,U.S. Bancorp,Closed with non-monetary relief,Yes,
1000,1274291,Debt collection,Credit card,False statements or representation,Attempted to collect wrong amount,MN,56571.0,2015-03-09,2015-03-09,Messerli & Kramer P.A.,Closed with explanation,Yes,Yes
1001,1274282,Debt collection,"Other (phone, health club, etc.)",Disclosure verification of debt,Right to dispute notice not received,ID,83686.0,2015-03-09,2015-03-09,Stellar Recovery Inc.,Closed with explanation,Yes,
1002,1274290,Credit reporting,,Incorrect information on credit report,Account status,OH,43065.0,2015-03-09,2015-03-09,Experian,Closed with explanation,Yes,
1003,1274248,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,NY,10704.0,2015-03-09,2015-03-09,Transworld Systems Inc.,Closed with explanation,Yes,
1004,1274264,Debt collection,Credit card,Improper contact or sharing of info,Contacted me after I asked not to,MN,55376.0,2015-03-09,2015-03-09,Citibank,Closed with explanation,Yes,
1005,1274274,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,OH,44333.0,2015-03-09,2015-03-09,American Coradius International LLC,Closed with explanation,Yes,
1006,1274244,Credit reporting,,Incorrect information on credit report,Account status,NC,28052.0,2015-03-09,2015-03-09,Equifax,In progress,Yes,
1007,1274137,Debt collection,Credit card,Disclosure verification of debt,Not given enough info to verify debt,AZ,85009.0,2015-03-09,2015-03-09,"Ability Recovery Services, LLC",Closed with explanation,Yes,
1008,1274468,Credit reporting,,Credit monitoring or identity protection,Problem with fraud alerts,,74743.0,2015-03-09,2015-03-09,Experian,In progress,Yes,
1009,1272650,Debt collection,Mortgage,Cont'd attempts collect debt not owed,Debt is not mine,FL,33168.0,2015-03-09,2015-03-10,Ocwen,Closed with explanation,Yes,
1010,1274134,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,OR,97702.0,2015-03-09,2015-03-09,Nationstar Mortgage,Closed with explanation,Yes,
1011,1274099,Credit card,,Unsolicited issuance of credit card,,KS,66104.0,2015-03-09,2015-03-09,Capital One,Closed with explanation,Yes,
